Date (month),1.5°C Threshold,2°C Threshold
2014-02-01,0.0,0.0
2014-03-01,0.0,0.0
2014-04-01,0.0,0.0
2014-05-01,0.0,0.0
2014-06-01,0.0,0.0
2014-07-01,0.0,0.0
2014-08-01,0.0,0.0
2014-09-01,0.0,0.0
2014-10-01,0.0,0.0
2014-11-01,0.0,0.0
2014-12-01,0.0,0.0
2015-01-01,0.0,0.0
2015-02-01,0.0,0.0
2015-03-01,0.0,0.0
2015-04-01,0.0,0.0
2015-05-01,0.0,0.0
2015-06-01,0.0,0.0
2015-07-01,0.0,0.0
2015-08-01,0.0,0.0
2015-09-01,0.0,0.0
2015-10-01,0.0,0.0
2015-11-01,0.0,0.0
2015-12-01,0.0,0.0
2016-01-01,0.0,0.0
2016-02-01,0.0,0.0
2016-03-01,0.0,0.0
2016-04-01,0.0,0.0
2016-05-01,0.0,0.0
2016-06-01,0.0,0.0
2016-07-01,0.0,0.0
2016-08-01,0.0,0.0
2016-09-01,0.0,0.0
2016-10-01,0.0,0.0
2016-11-01,0.0,0.0
2016-12-01,0.0,0.0
2017-01-01,0.0,0.0
2017-02-01,0.0,0.0
2017-03-01,0.0,0.0
2017-04-01,0.0,0.0
2017-05-01,0.0,0.0
2017-06-01,0.0,0.0
2017-07-01,0.0,0.0
2017-08-01,0.0,0.0
2017-09-01,0.0,0.0
2017-10-01,0.0,0.0
2017-11-01,0.0,0.0
2017-12-01,0.0,0.0
2018-01-01,0.0,0.0
2018-02-01,0.0,0.0
2018-03-01,0.0,0.0
2018-04-01,0.0,0.0
2018-05-01,0.0,0.0
2018-06-01,0.0,0.0
2018-07-01,0.0,0.0
2018-08-01,0.0,0.0
2018-09-01,0.0,0.0
2018-10-01,0.0,0.0
2018-11-01,0.0,0.0
2018-12-01,0.0,0.0
2019-01-01,0.0,0.0
2019-02-01,0.0,0.0
2019-03-01,0.0,0.0
2019-04-01,0.0,0.0
2019-05-01,0.0,0.0
2019-06-01,0.0,0.0
2019-07-01,0.0,0.0
2019-08-01,0.0,0.0
2019-09-01,0.0,0.0
2019-10-01,0.0,0.0
2019-11-01,0.0,0.0
2019-12-01,0.0,0.0
2020-01-01,0.0,0.0
2020-02-01,0.0,0.0
2020-03-01,0.0,0.0
2020-04-01,0.0,0.0
2020-05-01,0.0,0.0
2020-06-01,0.0,0.0
2020-07-01,0.0,0.0
2020-08-01,0.0,0.0
2020-09-01,0.0,0.0
2020-10-01,0.0,0.0
2020-11-01,0.0,0.0
2020-12-01,0.0,0.0
2021-01-01,0.0,0.0
2021-02-01,0.0,0.0
2021-03-01,0.0,0.0
2021-04-01,0.0,0.0
2021-05-01,0.0,0.0
2021-06-01,0.0,0.0
2021-07-01,0.0,0.0
2021-08-01,0.0,0.0
2021-09-01,0.0,0.0
2021-10-01,0.0,0.0
2021-11-01,0.0,0.0
2021-12-01,0.0,0.0
2022-01-01,0.0,0.0
2022-02-01,0.0,0.0
2022-03-01,0.0,0.0
2022-04-01,0.0,0.0
2022-05-01,0.0,0.0
2022-06-01,0.0,0.0
2022-07-01,0.0,0.0
2022-08-01,0.0,0.0
2022-09-01,0.0,0.0
2022-10-01,0.0,0.0
2022-11-01,0.0,0.0
2022-12-01,0.0,0.0
2023-01-01,0.0,0.0
2023-02-01,0.0,0.0
2023-03-01,0.0,0.0
2023-04-01,0.0,0.0
2023-05-01,0.0,0.0
2023-06-01,0.0,0.0
2023-07-01,0.0,0.0
2023-08-01,0.0,0.0
2023-09-01,0.0,0.0
2023-10-01,1.0e-5,0.0
2023-11-01,1.0e-5,0.0
2023-12-01,1.0e-5,0.0
2024-01-01,1.0e-5,0.0
2024-02-01,2.0e-5,0.0
2024-03-01,3.0e-5,0.0
2024-04-01,3.0e-5,0.0
2024-05-01,5.0e-5,0.0
2024-06-01,8.0e-5,0.0
2024-07-01,0.00012,0.0
2024-08-01,0.0002,0.0
2024-09-01,0.00027,0.0
2024-10-01,0.00036,0.0
2024-11-01,0.00046,0.0
2024-12-01,0.0006,0.0
2025-01-01,0.00088,0.0
2025-02-01,0.00117,0.0
2025-03-01,0.00146,0.0
2025-04-01,0.00196,0.0
2025-05-01,0.00242,0.0
2025-06-01,0.00291,0.0
2025-07-01,0.00344,0.0
2025-08-01,0.00399,0.0
2025-09-01,0.00458,0.0
2025-10-01,0.00515,0.0
2025-11-01,0.00583,0.0
2025-12-01,0.0064,0.0
2026-01-01,0.00685,0.0
2026-02-01,0.0073,0.0
2026-03-01,0.00775,0.0
2026-04-01,0.00852,0.0
2026-05-01,0.00973,0.0
2026-06-01,0.01123,0.0
2026-07-01,0.01295,0.0
2026-08-01,0.01414,0.0
2026-09-01,0.01603,0.0
2026-10-01,0.01784,0.0
2026-11-01,0.0199,0.0
2026-12-01,0.0225,0.0
2027-01-01,0.02454,0.0
2027-02-01,0.02613,0.0
2027-03-01,0.02812,0.0
2027-04-01,0.03103,0.0
2027-05-01,0.03489,0.0
2027-06-01,0.03966,0.0
2027-07-01,0.04369,0.0
2027-08-01,0.04783,0.0
2027-09-01,0.0533,0.0
2027-10-01,0.05845,0.0
2027-11-01,0.06374,0.0
2027-12-01,0.06899,0.0
2028-01-01,0.07548,0.0
2028-02-01,0.08161,0.0
2028-03-01,0.08771,0.0
2028-04-01,0.09385,0.0
2028-05-01,0.10173,0.0
2028-06-01,0.1101,0.0
2028-07-01,0.11887,0.0
2028-08-01,0.12823,0.0
2028-09-01,0.1384,0.0
2028-10-01,0.14596,0.0
2028-11-01,0.15602,0.0
2028-12-01,0.16502,0.0
2029-01-01,0.17409,0.0
2029-02-01,0.18264,0.0
2029-03-01,0.18805,0.0
2029-04-01,0.19583,0.0
2029-05-01,0.2063,0.0
2029-06-01,0.21647,0.0
2029-07-01,0.2262,0.0
2029-08-01,0.2362,0.0
2029-09-01,0.2467,0.0
2029-10-01,0.25459,0.0
2029-11-01,0.26255,0.0
2029-12-01,0.26911,0.0
2030-01-01,0.27554,0.0
2030-02-01,0.28021,0.0
2030-03-01,0.28567,0.0
2030-04-01,0.29189,0.0
2030-05-01,0.30072,0.0
2030-06-01,0.3123,0.0
2030-07-01,0.32401,0.0
2030-08-01,0.3348,0.0
2030-09-01,0.34594,0.0
2030-10-01,0.35754,0.0
2030-11-01,0.36496,0.0
2030-12-01,0.37903,0.0
2031-01-01,0.39268,0.0
2031-02-01,0.4094,0.0
2031-03-01,0.42258,0.0
2031-04-01,0.43501,0.0
2031-05-01,0.4492,0.0
2031-06-01,0.46234,0.0
2031-07-01,0.4734,0.0
2031-08-01,0.48362,0.0
2031-09-01,0.49373,0.0
2031-10-01,0.50246,0.0
2031-11-01,0.5128,0.0
2031-12-01,0.52496,0.0
2032-01-01,0.53684,0.0
2032-02-01,0.54776,0.0
2032-03-01,0.55654,0.0
2032-04-01,0.5682,0.0
2032-05-01,0.58013,0.0
2032-06-01,0.58958,0.0
2032-07-01,0.60059,0.0
2032-08-01,0.60914,0.0
2032-09-01,0.61852,0.0
2032-10-01,0.62574,0.0
2032-11-01,0.63787,0.0
2032-12-01,0.6484,0.0
2033-01-01,0.65808,0.0
2033-02-01,0.66572,0.0
2033-03-01,0.669,0.0
2033-04-01,0.67565,0.0
2033-05-01,0.68311,0.0
2033-06-01,0.68767,0.0
2033-07-01,0.69031,0.0
2033-08-01,0.69216,0.0
2033-09-01,0.69166,0.0
2033-10-01,0.69185,0.0
2033-11-01,0.69165,0.0
2033-12-01,0.69274,0.0
2034-01-01,0.69535,0.0
2034-02-01,0.69617,0.0
2034-03-01,0.69793,0.0
2034-04-01,0.69987,0.0
2034-05-01,0.70384,0.0
2034-06-01,0.70733,0.0
2034-07-01,0.71053,0.0
2034-08-01,0.71226,0.0
2034-09-01,0.71526,0.0
2034-10-01,0.71709,0.0
2034-11-01,0.71902,1.0e-5
2034-12-01,0.72205,1.0e-5
2035-01-01,0.72316,1.0e-5
2035-02-01,0.72624,1.0e-5
2035-03-01,0.7288,1.0e-5
2035-04-01,0.73226,1.0e-5
2035-05-01,0.73729,1.0e-5
2035-06-01,0.74339,1.0e-5
2035-07-01,0.74905,1.0e-5
2035-08-01,0.75346,1.0e-5
2035-09-01,0.75632,2.0e-5
2035-10-01,0.75978,2.0e-5
2035-11-01,0.7631,2.0e-5
2035-12-01,0.76806,3.0e-5
2036-01-01,0.7727,4.0e-5
2036-02-01,0.77593,4.0e-5
2036-03-01,0.78075,4.0e-5
2036-04-01,0.78571,4.0e-5
2036-05-01,0.79045,4.0e-5
2036-06-01,0.79485,4.0e-5
2036-07-01,0.79937,6.0e-5
2036-08-01,0.80336,6.0e-5
2036-09-01,0.80767,6.0e-5
2036-10-01,0.81223,7.0e-5
2036-11-01,0.8163,7.0e-5
2036-12-01,0.82008,8.0e-5
2037-01-01,0.82396,0.0001
2037-02-01,0.82789,0.00011
2037-03-01,0.8314,0.00012
2037-04-01,0.83531,0.00013
2037-05-01,0.83881,0.00013
2037-06-01,0.84202,0.00015
2037-07-01,0.84547,0.00018
2037-08-01,0.84896,0.00018
2037-09-01,0.85217,0.00021
2037-10-01,0.8553,0.00024
2037-11-01,0.85852,0.00027
2037-12-01,0.86139,0.00031
2038-01-01,0.86452,0.00031
2038-02-01,0.86759,0.00035
2038-03-01,0.87036,0.00036
2038-04-01,0.87321,0.00039
2038-05-01,0.87602,0.00046
2038-06-01,0.87885,0.00051
2038-07-01,0.88167,0.00053
2038-08-01,0.88454,0.00055
2038-09-01,0.88733,0.00058
2038-10-01,0.88965,0.00063
2038-11-01,0.89242,0.00066
2038-12-01,0.89493,0.00067
2039-01-01,0.89759,0.00071
2039-02-01,0.89993,0.00075
2039-03-01,0.90264,0.00082
2039-04-01,0.90485,0.00085
2039-05-01,0.90713,0.00096
2039-06-01,0.90945,0.00102
2039-07-01,0.91167,0.00107
2039-08-01,0.91376,0.00114
2039-09-01,0.91602,0.00126
2039-10-01,0.91792,0.00131
2039-11-01,0.91987,0.00143
2039-12-01,0.92184,0.00149
2040-01-01,0.92374,0.00159
2040-02-01,0.92572,0.00164
2040-03-01,0.92779,0.00173
2040-04-01,0.92953,0.00183
2040-05-01,0.93147,0.00188
2040-06-01,0.9332,0.00197
2040-07-01,0.935,0.0021
2040-08-01,0.93663,0.00224
2040-09-01,0.93831,0.00241
2040-10-01,0.93996,0.00259
2040-11-01,0.94143,0.00272
2040-12-01,0.9433,0.00288
2041-01-01,0.94484,0.00298
2041-02-01,0.94651,0.00314
2041-03-01,0.94781,0.00329
2041-04-01,0.94921,0.00343
2041-05-01,0.95072,0.00362
2041-06-01,0.95204,0.00387
2041-07-01,0.95324,0.00404
2041-08-01,0.95455,0.00437
2041-09-01,0.9558,0.00456
2041-10-01,0.95701,0.00482
2041-11-01,0.95802,0.00503
2041-12-01,0.95904,0.00528
2042-01-01,0.96017,0.00565
2042-02-01,0.96125,0.00598
2042-03-01,0.96213,0.00632
2042-04-01,0.96303,0.00669
2042-05-01,0.96415,0.00702
2042-06-01,0.96517,0.00738
2042-07-01,0.96613,0.00788
2042-08-01,0.96708,0.00829
2042-09-01,0.96811,0.00869
2042-10-01,0.96912,0.00905
2042-11-01,0.96988,0.00964
2042-12-01,0.97075,0.01015
2043-01-01,0.97164,0.01057
2043-02-01,0.97233,0.01108
2043-03-01,0.97311,0.01159
2043-04-01,0.97399,0.01204
2043-05-01,0.97462,0.0126
2043-06-01,0.97524,0.01302
2043-07-01,0.97594,0.01356
2043-08-01,0.97671,0.01426
2043-09-01,0.97728,0.01486
2043-10-01,0.97793,0.01551
2043-11-01,0.97875,0.01625
2043-12-01,0.97938,0.01711
2044-01-01,0.98011,0.01785
2044-02-01,0.9806,0.01857
2044-03-01,0.98113,0.01912
2044-04-01,0.98159,0.01992
2044-05-01,0.98208,0.0207
2044-06-01,0.98254,0.02159
2044-07-01,0.98307,0.02241
2044-08-01,0.98354,0.02332
2044-09-01,0.98392,0.02412
2044-10-01,0.98443,0.0249
2044-11-01,0.9848,0.02587
2044-12-01,0.98515,0.02685
2045-01-01,0.98564,0.02786
2045-02-01,0.98611,0.02885
2045-03-01,0.98644,0.0299
2045-04-01,0.98678,0.03092
2045-05-01,0.9872,0.03227
2045-06-01,0.98762,0.03314
2045-07-01,0.98789,0.03425
2045-08-01,0.98831,0.03557
2045-09-01,0.98871,0.03694
2045-10-01,0.98908,0.03829
2045-11-01,0.98942,0.03964
2045-12-01,0.98971,0.04092
2046-01-01,0.99002,0.04231
2046-02-01,0.99029,0.04354
2046-03-01,0.99061,0.04492
2046-04-01,0.99089,0.04638
2046-05-01,0.99112,0.04791
2046-06-01,0.99135,0.04953
2046-07-01,0.9916,0.05124
2046-08-01,0.99186,0.05302
2046-09-01,0.99205,0.05475
2046-10-01,0.99233,0.05657
2046-11-01,0.99267,0.05842
2046-12-01,0.99286,0.06028
2047-01-01,0.99305,0.0622
2047-02-01,0.99321,0.0641
2047-03-01,0.9934,0.06607
2047-04-01,0.99361,0.06813
2047-05-01,0.99382,0.07014
2047-06-01,0.99402,0.07211
2047-07-01,0.9942,0.07436
2047-08-01,0.99439,0.07679
2047-09-01,0.99455,0.07913
2047-10-01,0.9947,0.08155
2047-11-01,0.99494,0.08347
2047-12-01,0.99508,0.08596
2048-01-01,0.99519,0.08832
2048-02-01,0.99527,0.09088
2048-03-01,0.99537,0.09331
2048-04-01,0.99552,0.09588
2048-05-01,0.99568,0.09839
2048-06-01,0.99583,0.10123
2048-07-01,0.996,0.10413
2048-08-01,0.99621,0.10711
2048-09-01,0.99633,0.10983
2048-10-01,0.99645,0.11272
2048-11-01,0.99654,0.11546
2048-12-01,0.99667,0.11851
2049-01-01,0.99679,0.12141
2049-02-01,0.99689,0.12421
2049-03-01,0.99698,0.12727
2049-04-01,0.99709,0.1303
2049-05-01,0.99723,0.13325
2049-06-01,0.99731,0.13648
2049-07-01,0.99738,0.13992
2049-08-01,0.99745,0.1431
2049-09-01,0.99757,0.14645
2049-10-01,0.99767,0.15008
2049-11-01,0.99778,0.15362
2049-12-01,0.99784,0.15692
2050-01-01,0.99792,0.16032
2050-02-01,0.99798,0.16368
2050-03-01,0.99803,0.16721
2050-04-01,0.99808,0.17104
2050-05-01,0.99813,0.17476
2050-06-01,0.99819,0.17864
2050-07-01,0.99824,0.18243
2050-08-01,0.99828,0.18606
2050-09-01,0.99833,0.18975
2050-10-01,0.99839,0.19386
2050-11-01,0.99845,0.19766
2050-12-01,0.99852,0.20181
2051-01-01,0.99854,0.20584
2051-02-01,0.99856,0.21014
2051-03-01,0.99862,0.21447
2051-04-01,0.99865,0.21859
2051-05-01,0.99872,0.22307
2051-06-01,0.99876,0.22747
2051-07-01,0.99879,0.23195
2051-08-01,0.99882,0.23623
2051-09-01,0.99885,0.24075
2051-10-01,0.99889,0.24531
2051-11-01,0.99893,0.24956
2051-12-01,0.99896,0.25434
2052-01-01,0.999,0.25901
2052-02-01,0.99904,0.26379
2052-03-01,0.99909,0.26813
2052-04-01,0.99912,0.2726
2052-05-01,0.99916,0.27716
2052-06-01,0.9992,0.28178
2052-07-01,0.99922,0.28653
2052-08-01,0.99924,0.29123
2052-09-01,0.99929,0.29599
2052-10-01,0.99931,0.30101
2052-11-01,0.99931,0.3061
2052-12-01,0.99936,0.31077
2053-01-01,0.99938,0.31536
2053-02-01,0.99938,0.32015
2053-03-01,0.99942,0.32495
2053-04-01,0.99942,0.32993
2053-05-01,0.99942,0.33508
2053-06-01,0.99945,0.33991
2053-07-01,0.99946,0.34455
2053-08-01,0.99949,0.34983
2053-09-01,0.9995,0.35457
2053-10-01,0.99951,0.35951
2053-11-01,0.99954,0.36449
2053-12-01,0.99956,0.36946
2054-01-01,0.99958,0.37504
2054-02-01,0.99959,0.38012
2054-03-01,0.99962,0.38503
2054-04-01,0.99962,0.39018
2054-05-01,0.99963,0.39527
2054-06-01,0.99963,0.40068
2054-07-01,0.99964,0.40586
2054-08-01,0.99964,0.41136
2054-09-01,0.99965,0.41657
2054-10-01,0.99967,0.42186
2054-11-01,0.99968,0.4273
2054-12-01,0.99969,0.43244
2055-01-01,0.9997,0.43744
2055-02-01,0.99971,0.44243
2055-03-01,0.99972,0.44772
2055-04-01,0.99975,0.45291
2055-05-01,0.99979,0.45814
2055-06-01,0.99979,0.46338
2055-07-01,0.99981,0.46875
2055-08-01,0.99982,0.47439
2055-09-01,0.99983,0.48003
2055-10-01,0.99984,0.48512
2055-11-01,0.99985,0.48979
2055-12-01,0.99985,0.49513
2056-01-01,0.99985,0.50024
2056-02-01,0.99987,0.50563
2056-03-01,0.99987,0.51096
2056-04-01,0.99987,0.51593
2056-05-01,0.99989,0.52112
2056-06-01,0.9999,0.52608
2056-07-01,0.9999,0.53105
2056-08-01,0.9999,0.5363
2056-09-01,0.99991,0.54154
2056-10-01,0.99992,0.5466
2056-11-01,0.99992,0.55139
2056-12-01,0.99994,0.55596
2057-01-01,0.99994,0.5611
2057-02-01,0.99995,0.56584
2057-03-01,0.99995,0.57118
2057-04-01,0.99995,0.57583
2057-05-01,0.99995,0.58061
2057-06-01,0.99995,0.58521
2057-07-01,0.99995,0.59017
2057-08-01,0.99995,0.59525
2057-09-01,0.99995,0.59999
2057-10-01,0.99996,0.60493
2057-11-01,0.99996,0.60979
2057-12-01,0.99996,0.61434
2058-01-01,0.99997,0.61893
2058-02-01,0.99997,0.62332
2058-03-01,0.99997,0.62796
2058-04-01,0.99997,0.63262
2058-05-01,0.99997,0.63707
2058-06-01,0.99997,0.64141
2058-07-01,0.99997,0.64615
2058-08-01,0.99997,0.65078
2058-09-01,0.99997,0.65572
2058-10-01,0.99997,0.65997
2058-11-01,0.99997,0.66402
2058-12-01,0.99997,0.66823
2059-01-01,0.99997,0.67306
2059-02-01,0.99997,0.67725
2059-03-01,0.99997,0.68152
2059-04-01,0.99997,0.68591
2059-05-01,0.99997,0.69038
2059-06-01,0.99998,0.69428
2059-07-01,0.99998,0.69842
2059-08-01,0.99998,0.7024
2059-09-01,0.99998,0.7068
2059-10-01,0.99998,0.71089
2059-11-01,0.99998,0.71493
2059-12-01,0.99998,0.7187
2060-01-01,0.99998,0.72285
2060-02-01,0.99999,0.72709
2060-03-01,0.99999,0.73104
2060-04-01,0.99999,0.73514
2060-05-01,0.99999,0.73921
2060-06-01,0.99999,0.74308
2060-07-01,0.99999,0.74692
2060-08-01,0.99999,0.75038
2060-09-01,0.99999,0.75387
2060-10-01,0.99999,0.75767
2060-11-01,0.99999,0.7614
2060-12-01,0.99999,0.76503
2061-01-01,0.99999,0.76871
2061-02-01,0.99999,0.77237
2061-03-01,0.99999,0.77584
2061-04-01,0.99999,0.77931
2061-05-01,0.99999,0.78281
2061-06-01,0.99999,0.78627
2061-07-01,0.99999,0.78963
2061-08-01,0.99999,0.79285
2061-09-01,0.99999,0.79589
2061-10-01,0.99999,0.79928
2061-11-01,0.99999,0.80234
2061-12-01,0.99999,0.80502
2062-01-01,0.99999,0.80806
2062-02-01,0.99999,0.81133
2062-03-01,0.99999,0.81477
2062-04-01,0.99999,0.81788
2062-05-01,0.99999,0.82095
2062-06-01,0.99999,0.82393
2062-07-01,0.99999,0.82696
2062-08-01,0.99999,0.83006
2062-09-01,0.99999,0.83283
2062-10-01,0.99999,0.83584
2062-11-01,1.0,0.83854
2062-12-01,1.0,0.84124
2063-01-01,1.0,0.84413
2063-02-01,1.0,0.84691
2063-03-01,1.0,0.8495
2063-04-01,1.0,0.85222
2063-05-01,1.0,0.85481
2063-06-01,1.0,0.85722
2063-07-01,1.0,0.85991
2063-08-01,1.0,0.86231
2063-09-01,1.0,0.86482
2063-10-01,1.0,0.86709
2063-11-01,1.0,0.86939
2063-12-01,1.0,0.87177
2064-01-01,1.0,0.87423
2064-02-01,1.0,0.87656
2064-03-01,1.0,0.87866
2064-04-01,1.0,0.88101
2064-05-01,1.0,0.88296
2064-06-01,1.0,0.88498
2064-07-01,1.0,0.88709
2064-08-01,1.0,0.88914
2064-09-01,1.0,0.89101
2064-10-01,1.0,0.89293
2064-11-01,1.0,0.895
2064-12-01,1.0,0.89716
2065-01-01,1.0,0.89896
2065-02-01,1.0,0.90084
2065-03-01,1.0,0.90264
2065-04-01,1.0,0.90442
2065-05-01,1.0,0.90604
2065-06-01,1.0,0.908
2065-07-01,1.0,0.90967
2065-08-01,1.0,0.91137
2065-09-01,1.0,0.91309
2065-10-01,1.0,0.91467
2065-11-01,1.0,0.91638
2065-12-01,1.0,0.91788
2066-01-01,1.0,0.91966
2066-02-01,1.0,0.92112
2066-03-01,1.0,0.92265
2066-04-01,1.0,0.92407
2066-05-01,1.0,0.92563
2066-06-01,1.0,0.92708
2066-07-01,1.0,0.92858
2066-08-01,1.0,0.92999
2066-09-01,1.0,0.93126
2066-10-01,1.0,0.93272
2066-11-01,1.0,0.93383
2066-12-01,1.0,0.9352
2067-01-01,1.0,0.93658
2067-02-01,1.0,0.93795
2067-03-01,1.0,0.93915
2067-04-01,1.0,0.94033
2067-05-01,1.0,0.94154
2067-06-01,1.0,0.94269
2067-07-01,1.0,0.94415
2067-08-01,1.0,0.94513
2067-09-01,1.0,0.94623
2067-10-01,1.0,0.94737
2067-11-01,1.0,0.94851
2067-12-01,1.0,0.94958
2068-01-01,1.0,0.95057
2068-02-01,1.0,0.95168
2068-03-01,1.0,0.95251
2068-04-01,1.0,0.95344
2068-05-01,1.0,0.95435
2068-06-01,1.0,0.95518
2068-07-01,1.0,0.95627
2068-08-01,1.0,0.95705
2068-09-01,1.0,0.95805
2068-10-01,1.0,0.9589
2068-11-01,1.0,0.95972
2068-12-01,1.0,0.96046
2069-01-01,1.0,0.96125
2069-02-01,1.0,0.96213
2069-03-01,1.0,0.96294
2069-04-01,1.0,0.96361
2069-05-01,1.0,0.96434
2069-06-01,1.0,0.96503
2069-07-01,1.0,0.96576
2069-08-01,1.0,0.96652
2069-09-01,1.0,0.96733
2069-10-01,1.0,0.96802
2069-11-01,1.0,0.96882
2069-12-01,1.0,0.96942
2070-01-01,1.0,0.97006
2070-02-01,1.0,0.97059
2070-03-01,1.0,0.97107
2070-04-01,1.0,0.97193
2070-05-01,1.0,0.9724
2070-06-01,1.0,0.97307
2070-07-01,1.0,0.97357
2070-08-01,1.0,0.97414
2070-09-01,1.0,0.97462
2070-10-01,1.0,0.97524
2070-11-01,1.0,0.97582
2070-12-01,1.0,0.97638
2071-01-01,1.0,0.97678
2071-02-01,1.0,0.97722
2071-03-01,1.0,0.97774
2071-04-01,1.0,0.97825
2071-05-01,1.0,0.97878
2071-06-01,1.0,0.97932
2071-07-01,1.0,0.97975
2071-08-01,1.0,0.98012
2071-09-01,1.0,0.98062
2071-10-01,1.0,0.98097
2071-11-01,1.0,0.9814
2071-12-01,1.0,0.98191
2072-01-01,1.0,0.98228
2072-02-01,1.0,0.98274
2072-03-01,1.0,0.9832
2072-04-01,1.0,0.9836
2072-05-01,1.0,0.98405
2072-06-01,1.0,0.98443
2072-07-01,1.0,0.98476
2072-08-01,1.0,0.98516
2072-09-01,1.0,0.98555
2072-10-01,1.0,0.98597
2072-11-01,1.0,0.98626
2072-12-01,1.0,0.98659
2073-01-01,1.0,0.98685
2073-02-01,1.0,0.98728
2073-03-01,1.0,0.98763
2073-04-01,1.0,0.9879
2073-05-01,1.0,0.98821
2073-06-01,1.0,0.98853
2073-07-01,1.0,0.98878
2073-08-01,1.0,0.98906
2073-09-01,1.0,0.98929
2073-10-01,1.0,0.98955
2073-11-01,1.0,0.98984
2073-12-01,1.0,0.99004
2074-01-01,1.0,0.99032
2074-02-01,1.0,0.99056
2074-03-01,1.0,0.99084
2074-04-01,1.0,0.99095
2074-05-01,1.0,0.99115
2074-06-01,1.0,0.99139
2074-07-01,1.0,0.99159
2074-08-01,1.0,0.99179
2074-09-01,1.0,0.99198
2074-10-01,1.0,0.9922
2074-11-01,1.0,0.99238
2074-12-01,1.0,0.99264
2075-01-01,1.0,0.99278
2075-02-01,1.0,0.99302
2075-03-01,1.0,0.99318
2075-04-01,1.0,0.99338
2075-05-01,1.0,0.9935
2075-06-01,1.0,0.99369
2075-07-01,1.0,0.99379
2075-08-01,1.0,0.99393
2075-09-01,1.0,0.99414
2075-10-01,1.0,0.99433
2075-11-01,1.0,0.9945
2075-12-01,1.0,0.99462
2076-01-01,1.0,0.99471
2076-02-01,1.0,0.9949
2076-03-01,1.0,0.99503
2076-04-01,1.0,0.99518
2076-05-01,1.0,0.99533
2076-06-01,1.0,0.99549
2076-07-01,1.0,0.9956
2076-08-01,1.0,0.99571
2076-09-01,1.0,0.99582
2076-10-01,1.0,0.9959
2076-11-01,1.0,0.99603
2076-12-01,1.0,0.99615
2077-01-01,1.0,0.99623
2077-02-01,1.0,0.99634
2077-03-01,1.0,0.99646
2077-04-01,1.0,0.99652
2077-05-01,1.0,0.99656
2077-06-01,1.0,0.99665
2077-07-01,1.0,0.99679
2077-08-01,1.0,0.99687
2077-09-01,1.0,0.99693
2077-10-01,1.0,0.99707
2077-11-01,1.0,0.99712
2077-12-01,1.0,0.99715
2078-01-01,1.0,0.9972
2078-02-01,1.0,0.99725
2078-03-01,1.0,0.99731
2078-04-01,1.0,0.99737
2078-05-01,1.0,0.99743
2078-06-01,1.0,0.99751
