Date (month),1.5°C Threshold,2°C Threshold
2014-02-01,0.0,0.0
2014-03-01,0.0,0.0
2014-04-01,0.0,0.0
2014-05-01,0.0,0.0
2014-06-01,0.0,0.0
2014-07-01,0.0,0.0
2014-08-01,0.0,0.0
2014-09-01,0.0,0.0
2014-10-01,0.0,0.0
2014-11-01,0.0,0.0
2014-12-01,0.0,0.0
2015-01-01,0.0,0.0
2015-02-01,0.0,0.0
2015-03-01,0.0,0.0
2015-04-01,0.0,0.0
2015-05-01,0.0,0.0
2015-06-01,0.0,0.0
2015-07-01,0.0,0.0
2015-08-01,0.0,0.0
2015-09-01,0.0,0.0
2015-10-01,0.0,0.0
2015-11-01,0.0,0.0
2015-12-01,0.0,0.0
2016-01-01,0.0,0.0
2016-02-01,0.0,0.0
2016-03-01,0.0,0.0
2016-04-01,0.0,0.0
2016-05-01,0.0,0.0
2016-06-01,0.0,0.0
2016-07-01,0.0,0.0
2016-08-01,0.0,0.0
2016-09-01,0.0,0.0
2016-10-01,0.0,0.0
2016-11-01,0.0,0.0
2016-12-01,0.0,0.0
2017-01-01,0.0,0.0
2017-02-01,0.0,0.0
2017-03-01,0.0,0.0
2017-04-01,0.0,0.0
2017-05-01,0.0,0.0
2017-06-01,0.0,0.0
2017-07-01,0.0,0.0
2017-08-01,0.0,0.0
2017-09-01,0.0,0.0
2017-10-01,0.0,0.0
2017-11-01,0.0,0.0
2017-12-01,0.0,0.0
2018-01-01,0.0,0.0
2018-02-01,0.0,0.0
2018-03-01,0.0,0.0
2018-04-01,0.0,0.0
2018-05-01,0.0,0.0
2018-06-01,0.0,0.0
2018-07-01,0.0,0.0
2018-08-01,0.0,0.0
2018-09-01,0.0,0.0
2018-10-01,0.0,0.0
2018-11-01,0.0,0.0
2018-12-01,0.0,0.0
2019-01-01,0.0,0.0
2019-02-01,0.0,0.0
2019-03-01,0.0,0.0
2019-04-01,0.0,0.0
2019-05-01,0.0,0.0
2019-06-01,0.0,0.0
2019-07-01,0.0,0.0
2019-08-01,0.0,0.0
2019-09-01,0.0,0.0
2019-10-01,0.0,0.0
2019-11-01,0.0,0.0
2019-12-01,0.0,0.0
2020-01-01,0.0,0.0
2020-02-01,0.0,0.0
2020-03-01,0.0,0.0
2020-04-01,0.0,0.0
2020-05-01,0.0,0.0
2020-06-01,0.0,0.0
2020-07-01,0.0,0.0
2020-08-01,0.0,0.0
2020-09-01,0.0,0.0
2020-10-01,0.0,0.0
2020-11-01,0.0,0.0
2020-12-01,0.0,0.0
2021-01-01,0.0,0.0
2021-02-01,0.0,0.0
2021-03-01,0.0,0.0
2021-04-01,0.0,0.0
2021-05-01,0.0,0.0
2021-06-01,0.0,0.0
2021-07-01,0.0,0.0
2021-08-01,0.0,0.0
2021-09-01,0.0,0.0
2021-10-01,0.0,0.0
2021-11-01,0.0,0.0
2021-12-01,0.0,0.0
2022-01-01,0.0,0.0
2022-02-01,0.0,0.0
2022-03-01,0.0,0.0
2022-04-01,0.0,0.0
2022-05-01,0.0,0.0
2022-06-01,0.0,0.0
2022-07-01,0.0,0.0
2022-08-01,0.0,0.0
2022-09-01,0.0,0.0
2022-10-01,0.0,0.0
2022-11-01,0.0,0.0
2022-12-01,0.0,0.0
2023-01-01,0.0,0.0
2023-02-01,0.0,0.0
2023-03-01,0.0,0.0
2023-04-01,0.0,0.0
2023-05-01,0.0,0.0
2023-06-01,0.0,0.0
2023-07-01,0.0,0.0
2023-08-01,0.0,0.0
2023-09-01,0.0,0.0
2023-10-01,0.0,0.0
2023-11-01,0.0,0.0
2023-12-01,0.0,0.0
2024-01-01,0.0,0.0
2024-02-01,0.0,0.0
2024-03-01,1.0e-5,0.0
2024-04-01,1.0e-5,0.0
2024-05-01,1.0e-5,0.0
2024-06-01,1.0e-5,0.0
2024-07-01,2.0e-5,0.0
2024-08-01,2.0e-5,0.0
2024-09-01,5.0e-5,0.0
2024-10-01,7.0e-5,0.0
2024-11-01,0.00012,0.0
2024-12-01,0.00014,0.0
2025-01-01,0.00018,0.0
2025-02-01,0.00027,0.0
2025-03-01,0.00031,0.0
2025-04-01,0.00041,0.0
2025-05-01,0.00051,0.0
2025-06-01,0.00068,0.0
2025-07-01,0.00084,0.0
2025-08-01,0.00104,0.0
2025-09-01,0.00122,0.0
2025-10-01,0.0013,0.0
2025-11-01,0.00146,0.0
2025-12-01,0.00173,0.0
2026-01-01,0.002,0.0
2026-02-01,0.00215,0.0
2026-03-01,0.00238,0.0
2026-04-01,0.00267,0.0
2026-05-01,0.00308,0.0
2026-06-01,0.00366,0.0
2026-07-01,0.00434,0.0
2026-08-01,0.00487,0.0
2026-09-01,0.00572,0.0
2026-10-01,0.00646,0.0
2026-11-01,0.0073,0.0
2026-12-01,0.00834,0.0
2027-01-01,0.00936,0.0
2027-02-01,0.01019,0.0
2027-03-01,0.01106,0.0
2027-04-01,0.01238,0.0
2027-05-01,0.01387,0.0
2027-06-01,0.01609,0.0
2027-07-01,0.01798,0.0
2027-08-01,0.02026,0.0
2027-09-01,0.02276,0.0
2027-10-01,0.02514,0.0
2027-11-01,0.02829,0.0
2027-12-01,0.03107,0.0
2028-01-01,0.03479,0.0
2028-02-01,0.03875,0.0
2028-03-01,0.04295,0.0
2028-04-01,0.04708,0.0
2028-05-01,0.05177,0.0
2028-06-01,0.05674,0.0
2028-07-01,0.06185,0.0
2028-08-01,0.06764,0.0
2028-09-01,0.0742,0.0
2028-10-01,0.07922,0.0
2028-11-01,0.08621,0.0
2028-12-01,0.09225,0.0
2029-01-01,0.09871,0.0
2029-02-01,0.10489,0.0
2029-03-01,0.10953,0.0
2029-04-01,0.1153,0.0
2029-05-01,0.12273,0.0
2029-06-01,0.13068,0.0
2029-07-01,0.13793,0.0
2029-08-01,0.1454,0.0
2029-09-01,0.15423,0.0
2029-10-01,0.15983,0.0
2029-11-01,0.16748,0.0
2029-12-01,0.17312,0.0
2030-01-01,0.17841,0.0
2030-02-01,0.18334,0.0
2030-03-01,0.18948,0.0
2030-04-01,0.19495,0.0
2030-05-01,0.20323,0.0
2030-06-01,0.21281,0.0
2030-07-01,0.22181,0.0
2030-08-01,0.23217,0.0
2030-09-01,0.24124,0.0
2030-10-01,0.25115,0.0
2030-11-01,0.25834,0.0
2030-12-01,0.26975,0.0
2031-01-01,0.28159,0.0
2031-02-01,0.29763,0.0
2031-03-01,0.31057,0.0
2031-04-01,0.324,0.0
2031-05-01,0.3366,0.0
2031-06-01,0.34966,0.0
2031-07-01,0.36139,0.0
2031-08-01,0.37191,0.0
2031-09-01,0.38229,0.0
2031-10-01,0.39022,0.0
2031-11-01,0.40106,0.0
2031-12-01,0.41346,0.0
2032-01-01,0.42569,0.0
2032-02-01,0.43919,0.0
2032-03-01,0.44854,0.0
2032-04-01,0.46115,0.0
2032-05-01,0.47407,0.0
2032-06-01,0.48378,0.0
2032-07-01,0.4943,0.0
2032-08-01,0.50487,0.0
2032-09-01,0.5152,0.0
2032-10-01,0.52324,0.0
2032-11-01,0.53662,0.0
2032-12-01,0.54716,0.0
2033-01-01,0.55816,0.0
2033-02-01,0.56808,0.0
2033-03-01,0.57288,0.0
2033-04-01,0.58034,0.0
2033-05-01,0.58851,0.0
2033-06-01,0.59338,0.0
2033-07-01,0.59571,0.0
2033-08-01,0.59759,0.0
2033-09-01,0.59667,0.0
2033-10-01,0.59712,0.0
2033-11-01,0.5979,0.0
2033-12-01,0.59862,0.0
2034-01-01,0.60195,0.0
2034-02-01,0.60338,0.0
2034-03-01,0.60627,0.0
2034-04-01,0.6097,0.0
2034-05-01,0.61453,0.0
2034-06-01,0.61818,0.0
2034-07-01,0.6221,0.0
2034-08-01,0.62502,0.0
2034-09-01,0.62824,0.0
2034-10-01,0.62986,0.0
2034-11-01,0.63147,0.0
2034-12-01,0.63435,0.0
2035-01-01,0.63635,0.0
2035-02-01,0.64008,0.0
2035-03-01,0.64321,0.0
2035-04-01,0.64797,0.0
2035-05-01,0.65427,0.0
2035-06-01,0.66094,0.0
2035-07-01,0.66766,0.0
2035-08-01,0.67277,0.0
2035-09-01,0.67641,0.0
2035-10-01,0.68008,0.0
2035-11-01,0.68426,0.0
2035-12-01,0.6897,0.0
2036-01-01,0.69429,0.0
2036-02-01,0.6982,0.0
2036-03-01,0.70336,0.0
2036-04-01,0.70871,0.0
2036-05-01,0.71394,0.0
2036-06-01,0.71866,0.0
2036-07-01,0.72336,0.0
2036-08-01,0.72832,1.0e-5
2036-09-01,0.73317,1.0e-5
2036-10-01,0.73783,1.0e-5
2036-11-01,0.74299,1.0e-5
2036-12-01,0.74774,2.0e-5
2037-01-01,0.75206,2.0e-5
2037-02-01,0.75654,2.0e-5
2037-03-01,0.76095,5.0e-5
2037-04-01,0.76536,5.0e-5
2037-05-01,0.7694,6.0e-5
2037-06-01,0.77357,6.0e-5
2037-07-01,0.7777,7.0e-5
2037-08-01,0.78198,7.0e-5
2037-09-01,0.78618,7.0e-5
2037-10-01,0.79032,8.0e-5
2037-11-01,0.79425,8.0e-5
2037-12-01,0.7986,9.0e-5
2038-01-01,0.80294,0.0001
2038-02-01,0.8068,0.0001
2038-03-01,0.81046,0.00011
2038-04-01,0.8142,0.00013
2038-05-01,0.81782,0.00013
2038-06-01,0.82207,0.00016
2038-07-01,0.82541,0.00016
2038-08-01,0.82905,0.00019
2038-09-01,0.83274,0.00019
2038-10-01,0.83601,0.00022
2038-11-01,0.83908,0.00025
2038-12-01,0.84215,0.00029
2039-01-01,0.84577,0.0003
2039-02-01,0.849,0.00032
2039-03-01,0.85202,0.00033
2039-04-01,0.85531,0.0004
2039-05-01,0.85815,0.00041
2039-06-01,0.86125,0.00046
2039-07-01,0.8641,0.00049
2039-08-01,0.86736,0.00052
2039-09-01,0.87021,0.00056
2039-10-01,0.87302,0.00059
2039-11-01,0.87555,0.0006
2039-12-01,0.87815,0.00067
2040-01-01,0.88091,0.00071
2040-02-01,0.88363,0.00077
2040-03-01,0.88636,0.00079
2040-04-01,0.88907,0.00083
2040-05-01,0.89168,0.00088
2040-06-01,0.89397,0.00094
2040-07-01,0.8963,0.00099
2040-08-01,0.89884,0.00104
2040-09-01,0.9013,0.00115
2040-10-01,0.90358,0.00123
2040-11-01,0.90589,0.0013
2040-12-01,0.90788,0.00138
2041-01-01,0.90964,0.00142
2041-02-01,0.91174,0.00147
2041-03-01,0.9141,0.00156
2041-04-01,0.916,0.00169
2041-05-01,0.91822,0.0018
2041-06-01,0.92035,0.00191
2041-07-01,0.92193,0.00198
2041-08-01,0.92375,0.00205
2041-09-01,0.92561,0.00224
2041-10-01,0.92756,0.00234
2041-11-01,0.92934,0.00243
2041-12-01,0.93097,0.00261
2042-01-01,0.93255,0.00284
2042-02-01,0.93428,0.00305
2042-03-01,0.93588,0.00322
2042-04-01,0.93757,0.00333
2042-05-01,0.93889,0.00348
2042-06-01,0.94028,0.00369
2042-07-01,0.94162,0.00385
2042-08-01,0.94316,0.00402
2042-09-01,0.94434,0.00421
2042-10-01,0.94567,0.00453
2042-11-01,0.94703,0.00473
2042-12-01,0.94833,0.00499
2043-01-01,0.94966,0.00523
2043-02-01,0.95108,0.00547
2043-03-01,0.95234,0.00579
2043-04-01,0.95368,0.00612
2043-05-01,0.95513,0.00637
2043-06-01,0.95603,0.0067
2043-07-01,0.95711,0.00702
2043-08-01,0.9582,0.00735
2043-09-01,0.95916,0.00771
2043-10-01,0.96025,0.00805
2043-11-01,0.96133,0.0084
2043-12-01,0.96231,0.00887
2044-01-01,0.96332,0.00931
2044-02-01,0.96424,0.00972
2044-03-01,0.96506,0.01027
2044-04-01,0.96595,0.01066
2044-05-01,0.96691,0.01114
2044-06-01,0.96793,0.01164
2044-07-01,0.96861,0.01206
2044-08-01,0.96937,0.01261
2044-09-01,0.97007,0.0132
2044-10-01,0.97083,0.01381
2044-11-01,0.97151,0.01435
2044-12-01,0.97214,0.01497
2045-01-01,0.97284,0.01563
2045-02-01,0.97354,0.01631
2045-03-01,0.97423,0.01696
2045-04-01,0.9749,0.01759
2045-05-01,0.97556,0.01842
2045-06-01,0.9762,0.01918
2045-07-01,0.97684,0.01992
2045-08-01,0.97757,0.02068
2045-09-01,0.97823,0.02155
2045-10-01,0.97882,0.02256
2045-11-01,0.97947,0.02344
2045-12-01,0.97994,0.02442
2046-01-01,0.98042,0.02542
2046-02-01,0.98094,0.02616
2046-03-01,0.98142,0.02717
2046-04-01,0.98189,0.02816
2046-05-01,0.98246,0.02923
2046-06-01,0.98302,0.03034
2046-07-01,0.98344,0.03128
2046-08-01,0.98403,0.03232
2046-09-01,0.98464,0.03359
2046-10-01,0.98508,0.03465
2046-11-01,0.98538,0.03579
2046-12-01,0.98585,0.03695
2047-01-01,0.98623,0.03818
2047-02-01,0.98662,0.03945
2047-03-01,0.98698,0.0408
2047-04-01,0.98737,0.04217
2047-05-01,0.98772,0.04368
2047-06-01,0.98815,0.04523
2047-07-01,0.98857,0.0468
2047-08-01,0.98895,0.04842
2047-09-01,0.98924,0.04994
2047-10-01,0.98959,0.05124
2047-11-01,0.98996,0.05276
2047-12-01,0.99024,0.05436
2048-01-01,0.9905,0.05606
2048-02-01,0.99071,0.05799
2048-03-01,0.99099,0.05997
2048-04-01,0.99127,0.06193
2048-05-01,0.99151,0.06409
2048-06-01,0.99173,0.06606
2048-07-01,0.99199,0.0679
2048-08-01,0.99224,0.06991
2048-09-01,0.99247,0.07189
2048-10-01,0.99274,0.07368
2048-11-01,0.99294,0.07568
2048-12-01,0.99312,0.07775
2049-01-01,0.99326,0.08011
2049-02-01,0.99339,0.08251
2049-03-01,0.99359,0.08519
2049-04-01,0.99374,0.08739
2049-05-01,0.99388,0.08977
2049-06-01,0.99407,0.09241
2049-07-01,0.99431,0.09465
2049-08-01,0.99449,0.0972
2049-09-01,0.99463,0.09954
2049-10-01,0.99478,0.1021
2049-11-01,0.99495,0.10487
2049-12-01,0.99519,0.10752
2050-01-01,0.99533,0.11036
2050-02-01,0.99552,0.11318
2050-03-01,0.99568,0.11591
2050-04-01,0.99586,0.11881
2050-05-01,0.99593,0.12183
2050-06-01,0.99603,0.1254
2050-07-01,0.99611,0.1284
2050-08-01,0.99621,0.13136
2050-09-01,0.99632,0.13469
2050-10-01,0.99639,0.13788
2050-11-01,0.99652,0.14112
2050-12-01,0.99661,0.14417
2051-01-01,0.99676,0.14733
2051-02-01,0.99688,0.15053
2051-03-01,0.99698,0.15423
2051-04-01,0.99702,0.15765
2051-05-01,0.99707,0.16095
2051-06-01,0.99716,0.16452
2051-07-01,0.99722,0.16796
2051-08-01,0.99727,0.17148
2051-09-01,0.99731,0.17494
2051-10-01,0.99737,0.17863
2051-11-01,0.99745,0.1823
2051-12-01,0.99758,0.18595
2052-01-01,0.99767,0.18979
2052-02-01,0.99776,0.19361
2052-03-01,0.99781,0.19759
2052-04-01,0.99785,0.20157
2052-05-01,0.9979,0.20526
2052-06-01,0.99796,0.20931
2052-07-01,0.99798,0.21317
2052-08-01,0.99801,0.21736
2052-09-01,0.99809,0.22139
2052-10-01,0.99812,0.22565
2052-11-01,0.99816,0.22971
2052-12-01,0.99822,0.23425
2053-01-01,0.99828,0.23852
2053-02-01,0.99832,0.24295
2053-03-01,0.99837,0.24715
2053-04-01,0.9984,0.25109
2053-05-01,0.99844,0.25589
2053-06-01,0.99851,0.26035
2053-07-01,0.99853,0.26446
2053-08-01,0.99861,0.26901
2053-09-01,0.99863,0.27376
2053-10-01,0.99868,0.27848
2053-11-01,0.99869,0.28289
2053-12-01,0.99877,0.28746
2054-01-01,0.99882,0.29248
2054-02-01,0.99886,0.29704
2054-03-01,0.99886,0.30163
2054-04-01,0.99891,0.30643
2054-05-01,0.99897,0.31147
2054-06-01,0.99903,0.3162
2054-07-01,0.99906,0.32102
2054-08-01,0.99907,0.32624
2054-09-01,0.99911,0.33133
2054-10-01,0.99912,0.33612
2054-11-01,0.99916,0.34112
2054-12-01,0.99918,0.34632
2055-01-01,0.99919,0.35112
2055-02-01,0.99925,0.35591
2055-03-01,0.99926,0.36092
2055-04-01,0.99926,0.36624
2055-05-01,0.99929,0.37141
2055-06-01,0.99931,0.37673
2055-07-01,0.99932,0.38158
2055-08-01,0.99933,0.38689
2055-09-01,0.99937,0.39173
2055-10-01,0.99938,0.39683
2055-11-01,0.9994,0.40176
2055-12-01,0.9994,0.40729
2056-01-01,0.99941,0.41217
2056-02-01,0.99943,0.41725
2056-03-01,0.99944,0.42224
2056-04-01,0.99947,0.42734
2056-05-01,0.99949,0.43261
2056-06-01,0.99953,0.43767
2056-07-01,0.99955,0.44292
2056-08-01,0.99956,0.44828
2056-09-01,0.99958,0.45284
2056-10-01,0.99959,0.45801
2056-11-01,0.99961,0.46337
2056-12-01,0.99962,0.46878
2057-01-01,0.99962,0.47408
2057-02-01,0.99962,0.47897
2057-03-01,0.99963,0.48463
2057-04-01,0.99964,0.48937
2057-05-01,0.99964,0.49417
2057-06-01,0.99964,0.49903
2057-07-01,0.99965,0.50436
2057-08-01,0.99966,0.50942
2057-09-01,0.99968,0.51454
2057-10-01,0.99969,0.51949
2057-11-01,0.99971,0.52429
2057-12-01,0.99972,0.52933
2058-01-01,0.99972,0.53404
2058-02-01,0.99973,0.53905
2058-03-01,0.99975,0.54384
2058-04-01,0.99975,0.54885
2058-05-01,0.99976,0.55388
2058-06-01,0.99979,0.5587
2058-07-01,0.99979,0.56374
2058-08-01,0.99979,0.56837
2058-09-01,0.99979,0.57345
2058-10-01,0.99979,0.57803
2058-11-01,0.99979,0.58295
2058-12-01,0.9998,0.58772
2059-01-01,0.99982,0.59236
2059-02-01,0.99984,0.59708
2059-03-01,0.99984,0.60211
2059-04-01,0.99984,0.60613
2059-05-01,0.99985,0.61061
2059-06-01,0.99985,0.61534
2059-07-01,0.99985,0.61967
2059-08-01,0.99986,0.62417
2059-09-01,0.99987,0.62863
2059-10-01,0.99988,0.63364
2059-11-01,0.99988,0.63842
2059-12-01,0.99988,0.64257
2060-01-01,0.99989,0.64719
2060-02-01,0.9999,0.65152
2060-03-01,0.9999,0.65609
2060-04-01,0.99991,0.66043
2060-05-01,0.99991,0.66467
2060-06-01,0.99991,0.66872
2060-07-01,0.99991,0.67301
2060-08-01,0.99992,0.67694
2060-09-01,0.99992,0.68111
2060-10-01,0.99992,0.68546
2060-11-01,0.99992,0.68988
2060-12-01,0.99992,0.69396
2061-01-01,0.99992,0.69821
2061-02-01,0.99992,0.70233
2061-03-01,0.99992,0.70683
2061-04-01,0.99992,0.71098
2061-05-01,0.99992,0.71492
2061-06-01,0.99992,0.71882
2061-07-01,0.99992,0.72237
2061-08-01,0.99992,0.7262
2061-09-01,0.99992,0.72974
2061-10-01,0.99992,0.73376
2061-11-01,0.99992,0.73759
2061-12-01,0.99993,0.74136
2062-01-01,0.99994,0.74495
2062-02-01,0.99995,0.74893
2062-03-01,0.99995,0.75283
2062-04-01,0.99995,0.7563
2062-05-01,0.99995,0.75993
2062-06-01,0.99995,0.76314
2062-07-01,0.99995,0.76693
2062-08-01,0.99995,0.77056
2062-09-01,0.99995,0.77382
2062-10-01,0.99995,0.77735
2062-11-01,0.99996,0.78064
2062-12-01,0.99996,0.78397
2063-01-01,0.99996,0.7872
2063-02-01,0.99996,0.79046
2063-03-01,0.99996,0.79386
2063-04-01,0.99996,0.79685
2063-05-01,0.99996,0.79995
2063-06-01,0.99997,0.80284
2063-07-01,0.99997,0.80593
2063-08-01,0.99997,0.80901
2063-09-01,0.99997,0.81198
2063-10-01,0.99998,0.81477
2063-11-01,0.99998,0.81775
2063-12-01,0.99998,0.82046
2064-01-01,0.99998,0.82306
2064-02-01,0.99998,0.82619
2064-03-01,0.99998,0.82883
2064-04-01,0.99998,0.8317
2064-05-01,0.99999,0.83429
2064-06-01,0.99999,0.83705
2064-07-01,1.0,0.83981
2064-08-01,1.0,0.84255
2064-09-01,1.0,0.84536
2064-10-01,1.0,0.84776
2064-11-01,1.0,0.85011
2064-12-01,1.0,0.85258
2065-01-01,1.0,0.85508
2065-02-01,1.0,0.85722
2065-03-01,1.0,0.85966
2065-04-01,1.0,0.86202
2065-05-01,1.0,0.86439
2065-06-01,1.0,0.86686
2065-07-01,1.0,0.86957
2065-08-01,1.0,0.87154
2065-09-01,1.0,0.87371
2065-10-01,1.0,0.87606
2065-11-01,1.0,0.8782
2065-12-01,1.0,0.88033
2066-01-01,1.0,0.88227
2066-02-01,1.0,0.88462
2066-03-01,1.0,0.8866
2066-04-01,1.0,0.88864
2066-05-01,1.0,0.89072
2066-06-01,1.0,0.89239
2066-07-01,1.0,0.89431
2066-08-01,1.0,0.89611
2066-09-01,1.0,0.89827
2066-10-01,1.0,0.90027
2066-11-01,1.0,0.90199
2066-12-01,1.0,0.90361
2067-01-01,1.0,0.9053
2067-02-01,1.0,0.90712
2067-03-01,1.0,0.90883
2067-04-01,1.0,0.91032
2067-05-01,1.0,0.91206
2067-06-01,1.0,0.91364
2067-07-01,1.0,0.91515
2067-08-01,1.0,0.91689
2067-09-01,1.0,0.91832
2067-10-01,1.0,0.91972
2067-11-01,1.0,0.92129
2067-12-01,1.0,0.92268
2068-01-01,1.0,0.92421
2068-02-01,1.0,0.92557
2068-03-01,1.0,0.92687
2068-04-01,1.0,0.92823
2068-05-01,1.0,0.92958
2068-06-01,1.0,0.93088
2068-07-01,1.0,0.9322
2068-08-01,1.0,0.93352
2068-09-01,1.0,0.93459
2068-10-01,1.0,0.93585
2068-11-01,1.0,0.93719
2068-12-01,1.0,0.93853
2069-01-01,1.0,0.93956
2069-02-01,1.0,0.94074
2069-03-01,1.0,0.94189
2069-04-01,1.0,0.94291
2069-05-01,1.0,0.94393
2069-06-01,1.0,0.94503
2069-07-01,1.0,0.94599
2069-08-01,1.0,0.94711
2069-09-01,1.0,0.94822
2069-10-01,1.0,0.94915
2069-11-01,1.0,0.95018
2069-12-01,1.0,0.95105
2070-01-01,1.0,0.95192
2070-02-01,1.0,0.95286
2070-03-01,1.0,0.95373
2070-04-01,1.0,0.9546
2070-05-01,1.0,0.95549
2070-06-01,1.0,0.95636
2070-07-01,1.0,0.95695
2070-08-01,1.0,0.9578
2070-09-01,1.0,0.95866
2070-10-01,1.0,0.95946
2070-11-01,1.0,0.96032
2070-12-01,1.0,0.96117
2071-01-01,1.0,0.96188
2071-02-01,1.0,0.96265
2071-03-01,1.0,0.9633
2071-04-01,1.0,0.96407
2071-05-01,1.0,0.96491
2071-06-01,1.0,0.96558
2071-07-01,1.0,0.96622
2071-08-01,1.0,0.96694
2071-09-01,1.0,0.96753
2071-10-01,1.0,0.96805
2071-11-01,1.0,0.96867
2071-12-01,1.0,0.96938
2072-01-01,1.0,0.96996
2072-02-01,1.0,0.97071
2072-03-01,1.0,0.97125
2072-04-01,1.0,0.97185
2072-05-01,1.0,0.97244
2072-06-01,1.0,0.97314
2072-07-01,1.0,0.97368
2072-08-01,1.0,0.97421
2072-09-01,1.0,0.97474
2072-10-01,1.0,0.97534
2072-11-01,1.0,0.97593
2072-12-01,1.0,0.97641
2073-01-01,1.0,0.97688
2073-02-01,1.0,0.97745
2073-03-01,1.0,0.97794
2073-04-01,1.0,0.97835
2073-05-01,1.0,0.97884
2073-06-01,1.0,0.9792
2073-07-01,1.0,0.97952
2073-08-01,1.0,0.98003
2073-09-01,1.0,0.98053
2073-10-01,1.0,0.98094
2073-11-01,1.0,0.98133
2073-12-01,1.0,0.98176
2074-01-01,1.0,0.98225
2074-02-01,1.0,0.98262
2074-03-01,1.0,0.98297
2074-04-01,1.0,0.98333
2074-05-01,1.0,0.98368
2074-06-01,1.0,0.984
2074-07-01,1.0,0.98437
2074-08-01,1.0,0.98473
2074-09-01,1.0,0.98505
2074-10-01,1.0,0.98531
2074-11-01,1.0,0.98564
2074-12-01,1.0,0.98593
2075-01-01,1.0,0.98623
2075-02-01,1.0,0.98645
2075-03-01,1.0,0.98676
2075-04-01,1.0,0.98698
2075-05-01,1.0,0.98725
2075-06-01,1.0,0.98754
2075-07-01,1.0,0.9879
2075-08-01,1.0,0.98811
2075-09-01,1.0,0.98837
2075-10-01,1.0,0.98861
2075-11-01,1.0,0.98882
2075-12-01,1.0,0.98909
2076-01-01,1.0,0.98934
2076-02-01,1.0,0.98954
2076-03-01,1.0,0.98988
2076-04-01,1.0,0.99014
2076-05-01,1.0,0.99037
2076-06-01,1.0,0.99061
2076-07-01,1.0,0.99072
2076-08-01,1.0,0.99098
2076-09-01,1.0,0.99122
2076-10-01,1.0,0.99143
2076-11-01,1.0,0.99162
2076-12-01,1.0,0.99186
2077-01-01,1.0,0.99205
2077-02-01,1.0,0.99222
2077-03-01,1.0,0.99238
2077-04-01,1.0,0.99254
2077-05-01,1.0,0.99269
2077-06-01,1.0,0.99284
2077-07-01,1.0,0.99295
2077-08-01,1.0,0.99313
2077-09-01,1.0,0.99327
2077-10-01,1.0,0.99342
2077-11-01,1.0,0.99361
2077-12-01,1.0,0.99377
2078-01-01,1.0,0.99392
2078-02-01,1.0,0.99404
2078-03-01,1.0,0.99417
2078-04-01,1.0,0.99433
2078-05-01,1.0,0.99446
2078-06-01,1.0,0.99458
2078-07-01,1.0,0.99471
2078-08-01,1.0,0.99486
